Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/TestScript-carecommunication-send-tec-07.json	9753	6	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	145	76	0	0	0	1	0	0
input/resources/CareCommunication_Ex_receive_A-new.json	247683	28	1	0	0	0	123	0	1	2	0	0	0	0	0	0	0	0	0	12	1185	170	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_B-reply.json	99607	17	0	0	0	0	22	0	1	0	0	0	0	0	0	0	0	0	0	5	519	98	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_C-forward.json	24347	11	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	7	155	109	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_D-TEK_new_priority.json	16222	8	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	3	100	77	0	0	0	0	0	1
input/resources/CareCommunication_Ex_receive_E-tek-new-noOrgName.json	15807	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	97	86	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_F-tek-new-xml.xml	17020	69	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	2	98	81	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_G-tek-new-json.json	14899	9	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	3	96	75	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_H-tek-new-parallel.json	16097	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	119	71	0	0	1	0	0	0
input/resources/CareCommunication_Ex_receive_I-tek-reply-parallel.json	99607	13	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	0	0	4	474	109	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_J-tek-new.json	16196	7	0	0	0	0	8	0	1	1	0	0	0	0	0	0	0	0	0	2	116	51	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_K-tek-reply-order.json	22826	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	119	65	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_L-tek-new-order.json	16112	11	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	97	71	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_M-tek-new-dublicate.json	15893	22	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	2	94	72	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_N-tek-new-dublicate.json	15916	12	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	2	106	85	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_O-tek-new-dublicate.json	15916	11	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	2	135	85	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_P-tek-new-dublicate.json	16245	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	136	78	0	0	0	0	0	0
input/resources/CareCommunication_Ex_receive_Q-tek-new-invalid.json	15754	6	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	3	119	73	0	0	0	0	0	0
input/resources/CareCommunication_Ex_send-A-new.json	247808	15	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	0	0	3	1130	124	0	0	0	0	0	0
input/resources/CareCommunication_Ex_send-B-new-attachment.json	15915	7	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	1	0	2	98	79	0	0	0	0	0	0
input/resources/CareCommunication_Ex_send-C-new-attachment.json	28325	6	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	3	146	74	0	0	0	0	0	0
input/resources/CareCommunication_Ex_send-D-new.json	44422	8	1	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	2	266	79	0	0	0	0	0	1
input/resources/CareCommunication_Ex_send-E-new.json	16126	6	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	3	105	65	0	0	0	0	0	0
input/resources/CareCommunication_Ex_send-F-new-change.json	24543	10	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	9	134	63	0	0	1	0	0	0
input/resources/CareCommunication_Ex_send-H-new.json	16082	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	95	60	0	0	0	0	0	0
input/resources/CareCommunication_Ex_send-I-new-attachment.json	319408	25	0	0	0	0	50	0	1	1	0	0	0	0	0	0	0	0	0	2	1415	122	0	0	0	0	0	0
input/resources/CareCommunication_Ex_send-J-new-change.json	15065	6	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	3	107	53	0	0	0	0	0	0
input/resources/CareCommunication_Ex_send-K-reply.json	23986	7	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	11	137	84	0	0	0	0	0	0
input/resources/CareCommunication_Ex_send-Tek-A-new-episodeOfCare.json	17883	7	0	0	0	0	17	0	1	1	0	0	0	0	0	0	0	1	0	2	108	61	0	0	0	0	0	0
input/resources/CareCommunication_Ex_send-Tek-B-new-episodeOfCare.json	17987	7	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	2	110	70	0	0	0	0	0	0
