URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://medcomfhir.dk/ig/terminology/ValueSet/medcom-acknowledgement-issue-details,1.5.0,active,,MedComAcknowledgementIssueDetailValues,MedComAcknowledgementIssueDetailValues,"ValueSet including detailed issues describtions.","StructureDefinition/medcom-acknowledgement-operationoutcome","medcom.fhir.dk.terminology,FHIR"
