Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-medcom.fhir.dk.messagedefinitions.json	5879	-	0	0	0	0	0	0	13	103	0	0	0	0	0	0	0	0	0	0	128	91	0	0	0	3	0	1
fsh-generated/resources/MessageDefinition-MedComAcknowledgementMessageDefinitionV2.0.json	2353	40	0	0	0	0	0	0	1	67	0	0	0	0	0	0	0	0	0	0	40	26	0	0	0	1	0	0
fsh-generated/resources/MessageDefinition-MedComCareCommunicationMessageDefinitionV5.0.json	2666	20	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	38	24	0	0	0	0	0	0
fsh-generated/resources/MessageDefinition-MedComHomeCareObservationMessageDefinitionV1.1.json	2289	5	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0	0	0	34	13	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-medcom-acknowledgement-message-definition.json	1752	4	0	291	0	0	0	0	0	186	0	0	0	0	0	0	0	3	0	0	414	866	0	1	0	16	0	2
fsh-generated/resources/StructureDefinition-medcom-careCommunication-message-definition.json	1764	8	0	91	1	0	0	0	0	80	0	0	1	0	0	0	0	1	0	0	344	650	0	0	0	15	0	1
fsh-generated/resources/StructureDefinition-medcom-homecareobservation-message-definition.json	1775	7	0	88	0	0	0	0	0	72	0	0	0	0	0	0	0	2	0	0	319	750	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-medcom-messaging-messagedefinition-fhir.json	3774	7	0	4	0	0	0	0	0	92	0	0	0	0	0	0	0	1	0	0	391	625	0	0	0	14	0	1
fsh-generated/resources/StructureDefinition-medcom-messaging-messagedefinition.json	5630	9	0	4	0	0	0	0	0	80	0	0	0	0	0	0	0	2	0	0	352	579	0	0	0	13	0	0
