URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/link-type,4.0.1,active,"2.16.840.1.113883.4.642.3.423",LinkType,LinkType,"The type of link between this patient resource and another patient resource.","StructureDefinition/medcom-document-patient","hl7.fhir.uv.xver-r5.r4"
http://hl7.org/fhir/ValueSet/name-use,4.0.1,active,"2.16.840.1.113883.4.642.3.65",NameUse,NameUse,"The use of a human name.","StructureDefinition/medcom-document-patient,StructureDefinition/medcom-document-practitioner","hl7.fhir.uv.xver-r5.r4"
http://hl7.org/fhir/ValueSet/narrative-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.55",NarrativeStatus,NarrativeStatus,"The status of a resource narrative.","StructureDefinition/medcom-document-patient,StructureDefinition/medcom-contained-documentreference,StructureDefinition/medcom-document-practitioner,StructureDefinition/homecare-observation-documentreference,StructureDefinition/medcom-document-organization,StructureDefinition/medcom-document-practitionerrole,StructureDefinition/medcom-conditionlist-documentreference","hl7.fhir.uv.xver-r5.r4"
http://hl7.org/fhir/ValueSet/resource-types,4.0.1,active,"2.16.840.1.113883.4.642.3.27",ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","StructureDefinition/medcom-document-patient,StructureDefinition/medcom-contained-documentreference,StructureDefinition/homecare-observation-documentreference,StructureDefinition/medcom-conditionlist-documentreference","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/security-labels,4.0.1,active,"2.16.840.1.113883.4.642.3.47",All Security Labels,SecurityLabels,"A single value set for all security labels defined by FHIR.","StructureDefinition/medcom-contained-documentreference,StructureDefinition/homecare-observation-documentreference,StructureDefinition/medcom-conditionlist-documentreference",
http://medcomfhir.dk/ig/terminology/ValueSet/medcom-core-PractitionerRoles,2.0.0,active,,MedComCorePractitionerRoles,MedComCorePractitionerRoles,"ValueSet containing codes for practionerroles (Danish: Stillingsbetegnelser) from MedCom.","StructureDefinition/medcom-document-practitionerrole","THO (V3),medcom.fhir.dk.terminology"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-xds-classcode-VS,1.0.0,active,,MedCom_XDS_ClassCode,DK XDS ClassCode,"Value set for the classCode attribute. classCode used in DK IHE Document sharing","StructureDefinition/medcom-contained-documentreference,StructureDefinition/homecare-observation-documentreference,StructureDefinition/medcom-conditionlist-documentreference","medcom.fhir.dk.xdsmetadata"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-xds-eventcodelist-VS,1.0.0,active,,MedCom_XDS_EventCodeLists,DK XDS EventCodeLists,"ValueSet containing EventCodeLists.","StructureDefinition/medcom-contained-documentreference,StructureDefinition/homecare-observation-documentreference,StructureDefinition/medcom-conditionlist-documentreference","medcom.fhir.dk.xdsmetadata,hl7.fhir.dk.core,Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-xds-formatcode-VS,1.0.0,active,,MedCom_XDS_FormatCode,DK XDS FormatCode,"ValueSet containing FormatCode.","StructureDefinition/medcom-contained-documentreference,StructureDefinition/homecare-observation-documentreference,StructureDefinition/medcom-conditionlist-documentreference","medcom.fhir.dk.xdsmetadata"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-xds-homeCommunityId-VS,1.0.0,active,,MedCom_XDS_DkHomeCommunityId,DK XDS HomeCommunityId,"List of operational and in production home communities (XCA) in Danish Document Sharing","StructureDefinition/medcom-contained-documentreference,StructureDefinition/homecare-observation-documentreference,StructureDefinition/medcom-conditionlist-documentreference","medcom.fhir.dk.xdsmetadata"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-xds-languagecode-VS,1.0.0,active,,MedCom_XDS_LanguageCode,DK XDS LanguageCode,"Tags for the Identification of Languages (RFC 3066)","StructureDefinition/medcom-contained-documentreference,StructureDefinition/homecare-observation-documentreference,StructureDefinition/medcom-conditionlist-documentreference","hl7.fhir.uv.xver-r5.r4"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-xds-mimetype-fhir-VS,1.0.0,active,,MedCom_XDS_MimeType_FHIR,DK XDS MimeType for FHIR documents,"Values for the document metadata attribute mimeType","StructureDefinition/medcom-contained-documentreference,StructureDefinition/homecare-observation-documentreference,StructureDefinition/medcom-conditionlist-documentreference","THO (V3)"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-xds-typecode-VS,1.0.0,active,,MedCom_XDS_TypeCode,DK XDS TypeCode ValueSet,"ValueSet containing TypeCode.","StructureDefinition/medcom-contained-documentreference,StructureDefinition/homecare-observation-documentreference,StructureDefinition/medcom-conditionlist-documentreference","medcom.fhir.dk.xdsmetadata,SCT,LOINC"
http://terminology.hl7.org/ValueSet/v2-2.7-0360,0360,active,,v2.0360.2.7,v2 table 0360, Version 2.7,"FHIR Value set/code system definition for HL7 v2 table 0360 ver 2.9 ( Degree/License/Certificate)","StructureDefinition/medcom-document-practitioner","THO (V2)"
https://profiles.ihe.net/ITI/MHD/ValueSet/DocumentReferenceStats,4.2.3,active,,DocumentReferenceStats,MHD DocumentReference status codes,"ValueSet that does not include entered-in-error as that does not map","StructureDefinition/medcom-contained-documentreference,StructureDefinition/homecare-observation-documentreference,StructureDefinition/medcom-conditionlist-documentreference","hl7.fhir.uv.xver-r5.r4"
