Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-medcom.fhir.dk.carecommunication.json	37043	-	0	0	0	0	0	0	15	105	0	0	0	0	0	0	0	2	0	0	482	456	0	0	0	8	0	2
fsh-generated/resources/Bundle-0d5b3c18-fab6-4d93-9d88-c9c8abf1f18c.json	9249	8	1	0	0	1	50	0	1	705	0	0	0	0	0	0	0	0	0	0	152	106	0	0	2	0	0	0
fsh-generated/resources/Bundle-3dcb5618-3055-406a-9034-1b8fc8de0fea.json	17897	9	1	0	0	0	17	0	3	50	0	0	0	0	0	0	0	1	0	0	142	119	0	0	0	0	0	1
fsh-generated/resources/Bundle-add5e7e2-0c0f-4a4a-bfff-f6f984fa7e3c.json	9300	9	0	0	0	0	5	0	2	42	0	0	0	0	0	0	0	0	0	0	103	93	0	0	0	0	0	0
fsh-generated/resources/Bundle-b56549f7-ed10-422d-8088-f7222b686e46.json	52548	6	1	0	0	0	31	0	1	34	0	0	0	0	0	0	0	0	0	0	478	134	0	0	0	0	0	1
fsh-generated/resources/Bundle-c0426e3e-978f-46e8-a366-a30f27854b0a.json	58698	7	0	0	0	0	12	0	3	47	0	0	0	0	0	0	0	0	0	0	578	137	0	0	0	0	0	0
fsh-generated/resources/Bundle-d11968f5-4bdf-4b50-b146-a8e1cc890fc3.json	26240	7	1	0	0	0	6	0	4	41	0	0	0	0	0	0	0	0	0	0	195	161	0	0	0	0	0	0
fsh-generated/resources/Bundle-gfd00bc2-9c26-4174-934e-f6e4360845de.json	54348	6	1	0	0	0	25	0	3	32	0	0	0	0	0	0	0	0	0	0	515	152	0	0	0	0	0	0
fsh-generated/resources/Bundle-k7bfbc0c-553d-11ed-bdc3-0242ac120002.json	10243	5	1	0	0	0	6	0	2	23	0	0	0	0	0	0	0	1	0	0	116	78	0	0	0	0	0	1
fsh-generated/resources/CareTeam-fb1d34fe-6672-11ed-9022-0242ac120002.json	354	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	37	0	0	0	0	0	0
fsh-generated/resources/Communication-4c712bdc-1558-4125-a854-fa8b3a11f6ed.json	41865	4	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	397	66	0	0	0	0	0	0
fsh-generated/resources/Communication-5485bde0-8246-4f46-b1a1-1f14e0a7a856.json	44246	5	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	404	84	0	0	0	0	0	0
fsh-generated/resources/Communication-94e65db8-2f0c-4a2c-a7c9-06a160d59a12.json	1972	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	33	39	0	0	1	0	0	0
fsh-generated/resources/Communication-c34e8284-b353-468f-a2ea-f6ef6330292c.json	45024	5	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	442	88	0	0	0	0	0	0
fsh-generated/resources/Communication-d148fa55-3201-4a18-a7b0-bce67bf597a6.json	8747	7	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	64	71	0	0	0	0	0	0
fsh-generated/resources/Communication-d2b79da8-acda-4985-a8ad-5ed7ec9a2800.json	5683	6	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	55	56	0	0	0	0	0	0
fsh-generated/resources/Communication-d8434eb5-8286-48f8-a590-4a27175ed82f.json	1904	3	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	30	39	0	0	0	0	0	0
fsh-generated/resources/Communication-f54efd18-5520-11ed-bdc3-0242ac120002.json	1890	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	32	41	0	0	0	0	0	0
fsh-generated/resources/Encounter-2a5b01e4-8c2c-481b-ab12-e383d8e00629.json	601	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	33	0	0	0	0	0	0
fsh-generated/resources/Encounter-303b2782-e2bf-4780-a8a5-c4b02b0e1c66.json	604	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	25	34	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-025bdfdd-397b-43e2-9e8c-272664a6e471.json	1316	4	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	35	42	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-2654e182-cfee-4537-b744-e36231ebe2f3.json	1317	4	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	31	40	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-3076d9b0-5521-11ed-bdc3-0242ac120002.json	1316	3	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	32	40	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-375293b8-2f91-4d08-b13a-83ea76b6d001.json	1316	6	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	32	52	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-42cb9200-f421-4d08-8391-7d51a2503cb4.json	1316	6	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	33	53	0	0	0	0	0	0
