URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://medcomfhir.dk/ig/terminology/CodeSystem/medcom-acknowledgement-error-codes,1.4.0,active,,MedComAcknowledgementErrorCodes,MedComAcknowledgementErrorCodes,"CodeSystem including detailed error codes describtions. ","ValueSet/medcom-acknowledgement-issue-details"
